Schlüsselnummer;Name der Regionaleinheit;Stand Tagesdatum;Stand Uhrzeit;Stimmberechtigte;Wähler;Wahlbeteiligung in %;Veränderung der Wahlbeteiligung gegenüber 2018 in %-P.;abgegebene Erststimmen insgesamt 2023;abgegebene Erststimmen insgesamt 2018;gültige Erststimmen insgesamt 2023;gültige Erststimmen insgesamt 2018;ungültige Erststimmen 2023;ungültige Erststimmen 2018;abgegebene Zweitstimmen insgesamt 2023;abgegebene Zweitstimmen insgesamt 2018;gültige Zweitstimmen insgesamt 2023;gültige Zweitstimmen insgesamt 2018;ungültige Zweitstimmen 2023;ungültige Zweitstimmen 2018;abgegebene Gesamtstimmen insgesamt 2023;abgegebene Gesamtstimmen insgesamt 2018;gültige Gesamtstimmen insgesamt 2023;gültige Gesamtstimmen insgesamt 2018;ungültige Gesamtstimmen 2023;ungültige Gesamtstimmen 2018;Partei mit Erststimmenmehrheit;Bewerber mit Erststimmenmehrheit;Parteiname;Bewerber CSU;Erststimmen CSU 2023;Erststimmen CSU 2018;Zweitstimmen CSU 2023;Zweitstimmen CSU 2018; Gesamtstimmen CSU 2023;Gesamtstimmen CSU 2018;Parteiname;Bewerber GRÜNE;Erststimmen GRÜNE 2023;Erststimmen GRÜNE 2018;Zweitstimmen GRÜNE 2023;Zweitstimmen GRÜNE 2018; Gesamtstimmen GRÜNE 2023;Gesamtstimmen GRÜNE 2018;Parteiname;Bewerber FREIE WÄHLER;Erststimmen FREIE WÄHLER 2023;Erststimmen FREIE WÄHLER 2018;Zweitstimmen FREIE WÄHLER 2023;Zweitstimmen FREIE WÄHLER 2018; Gesamtstimmen FREIE WÄHLER 2023;Gesamtstimmen FREIE WÄHLER 2018;Parteiname;Bewerber AfD;Erststimmen AfD 2023;Erststimmen AfD 2018;Zweitstimmen AfD 2023;Zweitstimmen AfD 2018; Gesamtstimmen AfD 2023;Gesamtstimmen AfD 2018;Parteiname;Bewerber SPD;Erststimmen SPD 2023;Erststimmen SPD 2018;Zweitstimmen SPD 2023;Zweitstimmen SPD 2018; Gesamtstimmen SPD 2023;Gesamtstimmen SPD 2018;Parteiname;Bewerber FDP;Erststimmen FDP 2023;Erststimmen FDP 2018;Zweitstimmen FDP 2023;Zweitstimmen FDP 2018; Gesamtstimmen FDP 2023;Gesamtstimmen FDP 2018;Parteiname;Bewerber DIE LINKE;Erststimmen DIE LINKE 2023;Erststimmen DIE LINKE 2018;Zweitstimmen DIE LINKE 2023;Zweitstimmen DIE LINKE 2018; Gesamtstimmen DIE LINKE 2023;Gesamtstimmen DIE LINKE 2018;Parteiname;Bewerber BP;Erststimmen BP 2023;Erststimmen BP 2018;Zweitstimmen BP 2023;Zweitstimmen BP 2018; Gesamtstimmen BP 2023;Gesamtstimmen BP 2018;Parteiname;Bewerber ÖDP;Erststimmen ÖDP 2023;Erststimmen ÖDP 2018;Zweitstimmen ÖDP 2023;Zweitstimmen ÖDP 2018; Gesamtstimmen ÖDP 2023;Gesamtstimmen ÖDP 2018;Parteiname;Bewerber Die PARTEI;Erststimmen Die PARTEI 2023;Erststimmen Die PARTEI 2018;Zweitstimmen Die PARTEI 2023;Zweitstimmen Die PARTEI 2018; Gesamtstimmen Die PARTEI 2023;Gesamtstimmen Die PARTEI 2018;Parteiname;Bewerber Tierschutzpartei;Erststimmen Tierschutzpartei 2023;Erststimmen Tierschutzpartei 2018;Zweitstimmen Tierschutzpartei 2023;Zweitstimmen Tierschutzpartei 2018; Gesamtstimmen Tierschutzpartei 2023;Gesamtstimmen Tierschutzpartei 2018;Parteiname;Bewerber V-Partei³;Erststimmen V-Partei³ 2023;Erststimmen V-Partei³ 2018;Zweitstimmen V-Partei³ 2023;Zweitstimmen V-Partei³ 2018; Gesamtstimmen V-Partei³ 2023;Gesamtstimmen V-Partei³ 2018;Parteiname;Bewerber PdH;Erststimmen PdH 2023;Erststimmen PdH 2018;Zweitstimmen PdH 2023;Zweitstimmen PdH 2018; Gesamtstimmen PdH 2023;Gesamtstimmen PdH 2018;Parteiname;Bewerber dieBasis;Erststimmen dieBasis 2023;Erststimmen dieBasis 2018;Zweitstimmen dieBasis 2023;Zweitstimmen dieBasis 2018; Gesamtstimmen dieBasis 2023;Gesamtstimmen dieBasis 2018;Parteiname;Bewerber Volt;Erststimmen Volt 2023;Erststimmen Volt 2018;Zweitstimmen Volt 2023;Zweitstimmen Volt 2018; Gesamtstimmen Volt 2023;Gesamtstimmen Volt 2018;Parteiname;Bewerber Sonstige 2018;Erststimmen Sonstige 2018 2023;Erststimmen Sonstige 2018 2018;Zweitstimmen Sonstige 2018 2023;Zweitstimmen Sonstige 2018 2018; Gesamtstimmen Sonstige 2018 2023;Gesamtstimmen Sonstige 2018 2018;
602;Aschaffenburg-West;24.10.2023;13:00;92664;64275;69,4;+2,4;64274;62518;63671;61954;603;564;64272;62513;63503;61390;769;1123;128546;125031;127174;123344;1372;1687;CSU;Bausback, Prof. Dr. Winfried;CSU;Bausback, Prof. Dr. Winfried;24581;23081;25672;22917;50253;45998;GRÜNE;Mütze, Thomas;10017;11526;10176;11404;20193;22930;FREIE WÄHLER;Wagner, Maili;5566;3311;5555;3676;11121;6987;AfD;Baumann, Jörg;10532;6745;10456;7076;20988;13821;SPD;Fehlner, Martina;7796;9099;5826;6857;13622;15956;FDP;Bohn, Lukas;1757;3838;2184;3798;3941;7636;DIE LINKE;Friedenberger, Oscar;1196;2063;1263;2418;2459;4481;BP;Scholz, Marco;400;435;334;432;734;867;ÖDP;Schmitt, Bernhard;1175;723;1373;955;2548;1678;Die PARTEI;-;X;854;X;621;X;1475;Tierschutzpartei;-;X;X;X;407;X;407;V-Partei³;-;X;279;X;189;X;468;PdH;-;X;X;X;X;X;X;dieBasis;Kämmerer, Dr. Ulrike;651;X;664;X;1315;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;X;X;640;X;640;
603;Bad Kissingen;24.10.2023;13:00;96776;72735;75,2;+2,9;72736;71249;72165;70687;571;562;72735;71245;71769;70335;966;910;145471;142494;143934;141022;1537;1472;CSU;Kirchner, Sandro;CSU;Kirchner, Sandro;36908;34992;32824;35245;69732;70237;GRÜNE;Decker, Mark;5749;8151;6533;7885;12282;16036;FREIE WÄHLER;Kleren, Matthias;8344;6661;9044;5615;17388;12276;AfD;Engel, Holger;12444;7362;13086;7432;25530;14794;SPD;Van Eckert, René;3986;5583;4747;5253;8733;10836;FDP;Hümmer, Maximilian;1480;2961;1543;2464;3023;5425;DIE LINKE;Hümpfner, Bianca;1523;2720;1107;2380;2630;5100;BP;Sadlo, Franz;577;611;626;566;1203;1177;ÖDP;Reinhard, Michaela;1154;702;1547;550;2701;1252;Die PARTEI;-;X;X;X;364;X;364;Tierschutzpartei;-;X;X;X;535;X;535;V-Partei³;-;X;X;X;162;X;162;PdH;-;X;X;X;X;X;X;dieBasis;-;X;X;712;X;712;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;944;X;1884;X;2828;
604;Haßberge, Rhön-Grabfeld;24.10.2023;13:00;114595;87260;76,1;+3,3;87260;84707;86623;84051;637;656;87256;84707;86220;83683;1036;1024;174516;169414;172843;167734;1673;1680;CSU;Vogel, Steffen;CSU;Vogel, Steffen;40342;39420;35891;42451;76233;81871;GRÜNE;Baumann, Dr. Roland;6980;10645;7659;9687;14639;20332;FREIE WÄHLER;Helmerich, Frank;12505;9029;12393;5843;24898;14872;AfD;Halemba, Daniel;14769;8548;16437;8552;31206;17100;SPD;Bamberg-Reinwand, Johanna;5903;6323;6945;6471;12848;12794;FDP;Keupp, Michael;1819;3324;1740;3452;3559;6776;DIE LINKE;Gerstner, Lukas;1301;3339;1411;2790;2712;6129;BP;Heß, Oliver;631;853;701;834;1332;1687;ÖDP;Binder, Raimund;1152;1162;1681;787;2833;1949;Die PARTEI;-;X;X;X;486;X;486;Tierschutzpartei;-;X;X;X;535;X;535;V-Partei³;-;X;X;X;221;X;221;PdH;-;X;X;X;X;X;X;dieBasis;Wittrich, Gabriele;1221;X;1362;X;2583;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;1408;X;1574;X;2982;
605;Kitzingen;24.10.2023;13:00;86288;65276;75,6;+2,6;65276;63349;64859;62826;417;523;65276;63349;64635;62635;641;714;130552;126698;129494;125461;1058;1237;CSU;Becker, Barbara;CSU;Becker, Barbara;28010;24454;25942;28436;53952;52890;GRÜNE;Lenhard, Dr. Wolfgang;6520;9547;7681;8434;14201;17981;FREIE WÄHLER;Wallström, Felix;10702;9913;10628;6809;21330;16722;AfD;Schmitt, Alfred;9974;6328;10347;6242;20321;12570;SPD;Weimann, Eva-Maria;4921;5101;5064;4852;9985;9953;FDP;Amendt, Kristina;1320;2939;1526;2246;2846;5185;DIE LINKE;Klopf, Elli;929;1933;935;1738;1864;3671;BP;Schneider, Carmen;539;1290;1038;1000;1577;2290;ÖDP;Günzel, Martin;1315;703;875;606;2190;1309;Die PARTEI;-;X;X;X;379;X;379;Tierschutzpartei;-;X;X;X;624;X;624;V-Partei³;-;X;X;X;135;X;135;PdH;-;X;X;X;X;X;X;dieBasis;Klug, Holger;629;X;599;X;1228;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;618;X;1134;X;1752;
606;Main-Spessart;24.10.2023;13:00;98118;74972;76,4;+2,2;74972;74035;74369;73394;603;641;74972;74035;74010;73149;962;886;149944;148070;148379;146543;1565;1527;CSU;Schwab, Thorsten;CSU;Schwab, Thorsten;31440;28361;31504;32381;62944;60742;GRÜNE;Baier, Anja;9128;9376;8820;10901;17948;20277;FREIE WÄHLER;Stolz, Anna;12568;10358;10891;6741;23459;17099;AfD;Keller, Falko;10232;6751;11239;6728;21471;13479;SPD;Nembach, Pamela;6234;9274;6650;7345;12884;16619;FDP;Ruck, Simon;1291;3137;1631;2786;2922;5923;DIE LINKE;Schmitz, Jakob;865;1997;983;1837;1848;3834;BP;Amend, Florian;1396;591;661;502;2057;1093;ÖDP;Ruf, Thorsten;1215;358;895;343;2110;701;Die PARTEI;-;X;X;X;458;X;458;Tierschutzpartei;-;X;984;X;830;X;1814;V-Partei³;-;X;280;X;344;X;624;PdH;-;X;X;X;X;X;X;dieBasis;-;X;X;736;X;736;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;1927;X;1953;X;3880;
607;Miltenberg;24.10.2023;13:00;94300;68688;72,8;+2,8;68686;66744;68108;66181;578;563;68688;66743;67865;65786;823;957;137374;133487;135973;131967;1401;1520;CSU;Stock, Martin;CSU;Stock, Martin;28393;25832;29620;26530;58013;52362;GRÜNE;Stich, Ansgar;7872;9725;7424;8809;15296;18534;FREIE WÄHLER;Zöller, Thomas;10895;9120;7814;8089;18709;17209;AfD;Storm, Ramona;10941;6704;11805;6696;22746;13400;SPD;Herrmann, Samuel;5536;6761;6383;7312;11919;14073;FDP;Pfeffer, Nicole;1702;3431;1926;3479;3628;6910;DIE LINKE;Adrian, Andreas;945;2142;853;1895;1798;4037;BP;Nagel, Harald;378;827;418;540;796;1367;ÖDP;Winter, Wolfgang;813;726;919;527;1732;1253;Die PARTEI;-;X;913;X;627;X;1540;Tierschutzpartei;-;X;X;X;464;X;464;V-Partei³;-;X;X;X;182;X;182;PdH;-;X;X;X;X;X;X;dieBasis;Bachmann, Franz;633;X;703;X;1336;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;X;X;636;X;636;
608;Schweinfurt;24.10.2023;13:00;108232;76957;71,1;+2,0;76947;76741;76275;76120;672;621;76944;76738;75802;75752;1142;986;153891;153479;152077;151872;1814;1607;CSU;Gießübel, Martina;CSU;Gießübel, Martina;29369;30212;29463;33132;58832;63344;GRÜNE;Knoblach, Paul;8079;11065;8467;10301;16546;21366;FREIE WÄHLER;Hußlein, Edwin;6269;7491;10137;6194;16406;13685;AfD;Graupner, Richard;14530;9619;14362;8854;28892;18473;SPD;Rottmann, Stefan;12052;8396;7496;6996;19548;15392;FDP;Schöll, Axel;2246;2883;1820;2885;4066;5768;DIE LINKE;Hertel, Frank;1329;3358;1604;3275;2933;6633;BP;Götz, Thorsten;891;895;641;920;1532;1815;ÖDP;Probst, Roland;593;604;801;469;1394;1073;Die PARTEI;-;X;X;X;553;X;553;Tierschutzpartei;-;X;815;X;639;X;1454;V-Partei³;-;X;254;X;254;X;508;PdH;-;X;X;X;X;X;X;dieBasis;Maisenberger, Kamilla;917;X;1011;X;1928;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;528;X;1280;X;1808;
609;Würzburg-Land;24.10.2023;13:00;117144;92629;79,1;+1,6;92629;91374;91929;90681;700;693;92628;91370;91747;90485;881;885;185257;182744;183676;181166;1581;1578;CSU;Jungbauer, Björn;CSU;Jungbauer, Björn;39015;35045;38814;38648;77829;73693;GRÜNE;Celina, Kerstin;13336;17569;14810;16300;28146;33869;FREIE WÄHLER;Freiherr von Zobel, Felix;11739;8239;9704;7598;21443;15837;AfD;Freiherr von Eyb, Wolfgang;10543;7170;11563;7201;22106;14371;SPD;Halbleib, Volkmar;10587;11025;9722;9255;20309;20280;FDP;Jordan, Markus;2080;4490;2557;4110;4637;8600;DIE LINKE;Kunkel, Christina;1356;2653;1293;2503;2649;5156;BP;Sokopp, Michael;596;481;688;593;1284;1074;ÖDP;Wierlemann, Stefanie;1608;665;1512;656;3120;1321;Die PARTEI;-;X;X;X;633;X;633;Tierschutzpartei;-;X;1192;X;873;X;2065;V-Partei³;-;X;246;X;276;X;522;PdH;-;X;X;X;X;X;X;dieBasis;Grünewald, Ronny;1069;X;1084;X;2153;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;1906;X;1839;X;3745;
610;Würzburg-Stadt;24.10.2023;13:00;104300;71893;68,9;-0,7;71885;74015;71201;73558;684;457;71888;74001;71238;73376;650;625;143773;148016;142439;146934;1334;1082;CSU;Behr, Dr. Andrea;CSU;Behr, Dr. Andrea;23471;21510;21822;23193;45293;44703;GRÜNE;Friedl, Patrick;21211;22010;20690;21238;41901;43248;FREIE WÄHLER;Baumeister, Sven;4227;3818;5490;3397;9717;7215;AfD;Mechler, Ludwig;7137;5123;7484;5105;14621;10228;SPD;Kolbow, Alexander;7724;8668;7887;7376;15611;16044;FDP;Dutta, Tobias;2728;4855;2789;4949;5517;9804;DIE LINKE;Nekhoroshkov, Dmitry;2086;3554;2333;3811;4419;7365;BP;Gilbert, Raimund;235;436;317;303;552;739;ÖDP;Braun, Heinz;1688;616;1632;873;3320;1489;Die PARTEI;-;X;1014;X;937;X;1951;Tierschutzpartei;-;X;708;X;662;X;1370;V-Partei³;-;X;191;X;193;X;384;PdH;-;X;X;X;X;X;X;dieBasis;Ruthard, Stefan;694;X;794;X;1488;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;1055;X;1339;X;2394;
701;Augsburg-Stadt-Ost;24.10.2023;13:00;107797;69881;64,8;-0,3;69879;71988;69373;71441;506;547;69852;71977;69082;70979;770;998;139731;143965;138455;142420;1276;1545;CSU;Jäckel, Andreas;CSU;Jäckel, Andreas;21853;21976;21141;22300;42994;44276;GRÜNE;Schuhknecht, Stephanie;14452;17357;14456;16898;28908;34255;FREIE WÄHLER;Traub, Ferdinand;5612;5416;5928;5216;11540;10632;AfD;Jurca, Andreas;10660;8156;10457;7807;21117;15963;SPD;Rasehorn, Anna;7792;7490;7292;7617;15084;15107;FDP;Faller, Karlheinz;2403;4075;2467;3968;4870;8043;DIE LINKE;Effenberger, Fritz;1649;3844;1862;3635;3511;7479;BP;Kellerer, Helmut;411;705;346;686;757;1391;ÖDP;Biet, Peter;959;787;946;716;1905;1503;Die PARTEI;Mc Queen, Lisa;2124;907;2309;956;4433;1863;Tierschutzpartei;-;X;X;639;X;639;X;V-Partei³;Beigl, Bernd;448;441;336;495;784;936;PdH;-;X;X;X;X;X;X;dieBasis;Straube, Dr. Elmar;1010;X;903;X;1913;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;287;X;685;X;972;
702;Augsburg-Stadt-West;24.10.2023;13:00;109163;72377;66,3;+0,3;72373;72479;71844;72000;529;479;72354;72468;71564;71502;790;966;144727;144947;143408;143502;1319;1445;CSU;Dietz, Leo;CSU;Dietz, Leo;22459;24195;23344;22771;45803;46966;GRÜNE;Bozo?lu, Cemal;13437;15972;12984;15794;26421;31766;FREIE WÄHLER;Schuster, Claudia;7816;6204;7737;6413;15553;12617;AfD;Scheirich, Raimond;11292;8282;11083;8202;22375;16484;SPD;Freund, Dr. Florian;7543;7696;7522;8004;15065;15700;FDP;Neugschwender, Ralf;2409;3555;2391;3567;4800;7122;DIE LINKE;Thomas, Niko;1486;3424;1575;3105;3061;6529;BP;Steinböck, Anton;523;1006;420;843;943;1849;ÖDP;Pettinger, Christian;1175;879;945;816;2120;1695;Die PARTEI;Meitinger, Stefan Bob;2440;X;1610;888;4050;888;Tierschutzpartei;-;X;X;671;X;671;X;V-Partei³;Brugger, Natalie;399;518;345;464;744;982;PdH;-;X;X;X;X;X;X;dieBasis;Schenk, Erich;865;X;937;X;1802;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;269;X;635;X;904;
703;Aichach-Friedberg;24.10.2023;13:00;101113;78980;78,1;+1,4;78980;77003;78569;76565;411;438;78977;77002;78314;76087;663;915;157957;154005;156883;152652;1074;1353;CSU;Tomaschko, Peter;CSU;Tomaschko, Peter;29324;31895;29836;31689;59160;63584;GRÜNE;Haubrich, Christina;9245;12247;8779;12002;18024;24249;FREIE WÄHLER;Sturm, Dr. Marc;14800;8483;14499;9114;29299;17597;AfD;Kuchlbauer, Dr. Simon;12400;9093;12192;8733;24592;17826;SPD;Strohmayr, Dr. Simone;5549;5785;5154;5143;10703;10928;FDP;Stammnitz, Lutz;1887;3912;2156;3496;4043;7408;DIE LINKE;Haack, Michael;644;1617;650;1651;1294;3268;BP;Katzinger, Alexander;699;1710;630;1617;1329;3327;ÖDP;Thumbach, Sebastian;1318;1403;1661;1243;2979;2646;Die PARTEI;Kurschat, Roland;623;X;811;532;1434;532;Tierschutzpartei;Mehrer, Petra;848;X;784;X;1632;X;V-Partei³;Burger, Kristin;196;420;181;386;377;806;PdH;-;X;X;X;X;X;X;dieBasis;Kahnt, Andreas;1036;X;981;X;2017;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;X;X;481;X;481;
704;Augsburg-Land, Dillingen;24.10.2023;13:00;112661;82187;73,0;+2,4;82186;78427;81763;77891;423;536;82185;78423;81242;77071;943;1352;164371;156850;163005;154962;1366;1888;CSU;Knoll, Manuel;CSU;Knoll, Manuel;28840;31451;29067;28331;57907;59782;GRÜNE;Jahn, Constantin;6327;8807;6881;8945;13208;17752;FREIE WÄHLER;Mehring, Dr. Fabian;20039;13999;17840;15419;37879;29418;AfD;Singer, Ulrich;16296;10176;16295;10283;32591;20459;SPD;Wamser, Fabian;4375;5013;4883;6046;9258;11059;FDP;Stegmayer, Nico;1946;3753;1775;3349;3721;7102;DIE LINKE;Edfelder, Bernd;668;1680;707;1557;1375;3237;BP;Eberhard, Harald;669;1715;834;1182;1503;2897;ÖDP;Müller, Wolfgang;711;822;640;657;1351;1479;Die PARTEI;Leuchtle, Patrick;793;X;784;457;1577;457;Tierschutzpartei;-;X;X;566;X;566;X;V-Partei³;Hartl, Wilhelm;280;475;209;428;489;903;PdH;-;X;X;X;X;X;X;dieBasis;Goßner, Benjamin;819;X;761;X;1580;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;X;X;417;X;417;
705;Augsburg-Land-Süd;24.10.2023;13:00;117476;88009;74,9;+1,7;88007;85430;87529;84888;478;542;88006;85430;87246;84410;760;1020;176013;170860;174775;169298;1238;1562;CSU;Trautner, Carolina;CSU;Trautner, Carolina;34928;33903;32025;32045;66953;65948;GRÜNE;Deisenhofer, Maximilian;10786;14360;9957;13920;20743;28280;FREIE WÄHLER;Rittel, Anton;13542;9943;14822;11267;28364;21210;AfD;Bauer, Thomas;14823;9347;14365;9375;29188;18722;SPD;Starizin, Gülüzar;5317;6687;7300;8036;12617;14723;FDP;Strobl, Thomas;2393;4684;2869;3750;5262;8434;DIE LINKE;Arnold, Maximilian Tobias;1047;1811;852;1957;1899;3768;BP;Bernhard, Tobias;775;1624;696;1275;1471;2899;ÖDP;Olbrich-Krakowitzer, Gabriele;1344;995;1178;1033;2522;2028;Die PARTEI;Klingelhöfer, Anja;1186;638;1156;729;2342;1367;Tierschutzpartei;-;X;X;769;X;769;X;V-Partei³;Elsner, Kornelia;321;406;244;450;565;856;PdH;-;X;X;X;X;X;X;dieBasis;Knörzer, Peter;1067;X;1013;X;2080;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;490;X;573;X;1063;
706;Donau-Ries;24.10.2023;13:00;100364;76116;75,8;+2,4;76115;73489;75678;73030;437;459;76104;73489;75141;72075;963;1414;152219;146978;150819;145105;1400;1873;CSU;Fackler, Wolfgang;CSU;Fackler, Wolfgang;31353;33632;30333;32503;61686;66135;GRÜNE;Lettenbauer, Eva;8126;10300;6375;9149;14501;19449;FREIE WÄHLER;Bosse, Michael;13825;7495;15237;8932;29062;16427;AfD;Striedl, Markus;11708;7771;12594;7312;24302;15083;SPD;Wiedemann, Georg;4809;7112;4511;5622;9320;12734;FDP;Ludwig, Tim Pascal;1615;2483;1654;2583;3269;5066;DIE LINKE;Seel, Manfred;886;1728;800;1915;1686;3643;BP;Ebert, Justin Nikolai;482;1050;511;1274;993;2324;ÖDP;Thum, Johannes;997;1149;895;1653;1892;2802;Die PARTEI;-;X;X;543;441;543;441;Tierschutzpartei;-;X;X;646;X;646;X;V-Partei³;Kretzschmar, Tanja;314;310;175;270;489;580;PdH;-;X;X;X;X;X;X;dieBasis;Graumann, Isabel;1563;X;867;X;2430;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;X;X;421;X;421;
707;Günzburg;24.10.2023;13:00;90085;63381;70,4;+2,2;63384;61136;62983;60742;401;394;63381;61134;62705;60297;676;837;126765;122270;125688;121039;1077;1231;CSU;Schack, Jenny;CSU;Schack, Jenny;22412;24915;22989;26805;45401;51720;GRÜNE;Schmider, Silvera;5151;8356;6282;8130;11433;16486;FREIE WÄHLER;Jakob, Marina;10049;7805;10234;7257;20283;15062;AfD;Mannes, Gerd;15357;8861;13608;8309;28965;17170;SPD;Fißl, Achim;3904;3850;3627;3693;7531;7543;FDP;Faulhaber, Nicole;1589;3125;1712;2107;3301;5232;DIE LINKE;Benz, Heike;575;1354;516;1345;1091;2699;BP;Riedmüller, Michael;808;974;589;821;1397;1795;ÖDP;Albrecht, Miriam Alexandra;1546;813;1009;742;2555;1555;Die PARTEI;Vogt, Moritz;855;X;801;411;1656;411;Tierschutzpartei;-;X;X;654;X;654;X;V-Partei³;Relovsky, Sabine;235;318;139;272;374;590;PdH;-;X;X;X;X;X;X;dieBasis;Tina, Brigitte;502;X;545;X;1047;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;371;X;405;X;776;
708;Kaufbeuren;24.10.2023;13:00;92655;66517;71,8;+2,5;66517;63855;66100;63402;417;453;66515;63855;65740;62899;775;956;133032;127710;131840;126301;1192;1409;CSU;Wachler, Peter;CSU;Wachler, Peter;22414;25164;24011;24731;46425;49895;GRÜNE;Jankovsky, Holger;6422;9645;6612;9871;13034;19516;FREIE WÄHLER;Pohl, Bernhard;14792;9644;11718;9351;26510;18995;AfD;Herkommer, Patrick;12881;7754;12969;7722;25850;15476;SPD;Sorgenfrei, Susanne;3330;3175;3405;3455;6735;6630;FDP;Toth, Christian;1567;2922;2171;2543;3738;5465;DIE LINKE;Meichelböck, Paul;875;1780;785;1702;1660;3482;BP;Pfaffenbauer, Thomas;855;1314;784;1182;1639;2496;ÖDP;Filser, Ludwig Georg;1661;1304;1077;1206;2738;2510;Die PARTEI;Stumpe, Herbert;969;X;618;429;1587;429;Tierschutzpartei;-;X;X;638;X;638;X;V-Partei³;Machalett, Yvonne;334;255;156;218;490;473;PdH;-;X;X;X;X;X;X;dieBasis;-;X;X;796;X;796;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;445;X;489;X;934;
709;Kempten, Oberallgäu;24.10.2023;13:00;107588;77533;72,1;+1,1;77529;76028;76997;75517;532;511;77521;76019;76624;74880;897;1139;155050;152047;153621;150397;1429;1650;CSU;Konrad, Joachim;CSU;Konrad, Joachim;26259;25798;26375;25657;52634;51455;GRÜNE;Reichart, Markus;11492;13656;11559;14752;23051;28408;FREIE WÄHLER;Hold, Alexander;15681;16189;13320;13502;29001;29691;AfD;Mayer, Andreas;11487;7428;11579;7253;23066;14681;SPD;Ulm, Hans Jürgen;3860;4231;4262;4112;8122;8343;FDP;Schwendiger, Simon;2450;3496;3518;4672;5968;8168;DIE LINKE;Nowotny, Stefan;995;2299;961;1976;1956;4275;BP;Wagner, Stefan;428;895;486;816;914;1711;ÖDP;Natterer-Babych, Franz Josef;1184;1215;1074;981;2258;2196;Die PARTEI;Yolcu, Sercan Bünyamin;900;X;1026;509;1926;509;Tierschutzpartei;Meiler, Christoph;1023;X;1078;X;2101;X;V-Partei³;Hofer, Christiana;145;310;162;280;307;590;PdH;-;X;X;X;X;X;X;dieBasis;Kießling, Margit;1093;X;1224;X;2317;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;X;X;370;X;370;
710;Lindau, Sonthofen;24.10.2023;13:00;118666;83088;70,0;-0,3;83088;83503;82521;82855;567;648;83088;83502;82134;82238;954;1264;166176;167005;164655;165093;1521;1912;CSU;Beißwenger, Eric;CSU;Beißwenger, Eric;30148;29661;31611;30443;61759;60104;GRÜNE;Gehring, Thomas;13528;19055;12407;15931;25935;34986;FREIE WÄHLER;Müller, Ulrike;14250;13669;15697;15914;29947;29583;AfD;Schweizer, Uwe;10624;6694;10194;6422;20818;13116;SPD;Kubatschka, Markus;4906;4514;4645;4678;9551;9192;FDP;Spitzer, Dr. Dominik;2978;4234;2211;3228;5189;7462;DIE LINKE;Blessing, Engelbert;1234;2279;956;2398;2190;4677;BP;Möller, Julia;568;1105;427;1005;995;2110;ÖDP;Finger, Michael;1095;1027;1026;1019;2121;2046;Die PARTEI;Matt, Christian;792;X;715;435;1507;435;Tierschutzpartei;Altemöller, Eva-Maria;1189;X;1122;X;2311;X;V-Partei³;Fink, Jas;165;363;166;330;331;693;PdH;-;X;X;X;X;X;X;dieBasis;Bach, Markus;1044;X;957;X;2001;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;254;X;435;X;689;
711;Marktoberdorf;24.10.2023;13:00;97558;73699;75,5;+1,5;73697;71121;73286;70663;411;458;73695;71118;72950;70290;745;828;147392;142239;146236;140953;1156;1286;CSU;Kaufmann, Andreas;CSU;Kaufmann, Andreas;29229;30414;25839;27606;55068;58020;GRÜNE;Räder, Dr. Günter;9013;10637;8387;11299;17400;21936;FREIE WÄHLER;Knabner, Susen;13030;9054;17491;12298;30521;21352;AfD;Dröse, Wolfgang;10387;6560;10002;6286;20389;12846;SPD;Fischer, Hannah;4242;5755;3829;4243;8071;9998;FDP;Zellner, Alexander;1517;2633;1806;2550;3323;5183;DIE LINKE;Gänsheimer, Christoph;801;1712;697;1537;1498;3249;BP;Fendt, Peter;1646;2239;1021;2291;2667;4530;ÖDP;Scheel, Helmut;1170;1189;1131;990;2301;2179;Die PARTEI;Armster, Christian Friederich;960;X;828;389;1788;389;Tierschutzpartei;-;X;X;670;X;670;X;V-Partei³;Holatz, Adriano;233;470;183;352;416;822;PdH;-;X;X;X;X;X;X;dieBasis;Christlmeier, Ilona;1058;X;1066;X;2124;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;X;X;449;X;449;
