Schlüsselnummer;Name der Regionaleinheit;Stand Tagesdatum;Stand Uhrzeit;Stimmberechtigte;Wähler;Wahlbeteiligung in %;Veränderung der Wahlbeteiligung gegenüber 2013 in %-P.;abgegebene Erststimmen insgesamt 2018;abgegebene Erststimmen insgesamt 2013;gültige Erststimmen insgesamt 2018;gültige Erststimmen insgesamt 2013;ungültige Erststimmen 2018;ungültige Erststimmen 2013;abgegebene Zweitstimmen insgesamt 2018;abgegebene Zweitstimmen insgesamt 2013;gültige Zweitstimmen insgesamt 2018;gültige Zweitstimmen insgesamt 2013;ungültige Zweitstimmen 2018;ungültige Zweitstimmen 2013;abgegebene Gesamtstimmen insgesamt 2018;abgegebene Gesamtstimmen insgesamt 2013;gültige Gesamtstimmen insgesamt 2018;gültige Gesamtstimmen insgesamt 2013;ungültige Gesamtstimmen 2018;ungültige Gesamtstimmen 2013;Partei mit Erststimmenmehrheit;Bewerber mit Erststimmenmehrheit;Parteiname;Bewerber CSU;Erststimmen CSU 2018;Erststimmen CSU 2013;Zweitstimmen CSU 2018;Zweitstimmen CSU 2013; Gesamtstimmen CSU 2018;Gesamtstimmen CSU 2013;Parteiname;Bewerber SPD;Erststimmen SPD 2018;Erststimmen SPD 2013;Zweitstimmen SPD 2018;Zweitstimmen SPD 2013; Gesamtstimmen SPD 2018;Gesamtstimmen SPD 2013;Parteiname;Bewerber FREIE WÄHLER;Erststimmen FREIE WÄHLER 2018;Erststimmen FREIE WÄHLER 2013;Zweitstimmen FREIE WÄHLER 2018;Zweitstimmen FREIE WÄHLER 2013; Gesamtstimmen FREIE WÄHLER 2018;Gesamtstimmen FREIE WÄHLER 2013;Parteiname;Bewerber GRÜNE;Erststimmen GRÜNE 2018;Erststimmen GRÜNE 2013;Zweitstimmen GRÜNE 2018;Zweitstimmen GRÜNE 2013; Gesamtstimmen GRÜNE 2018;Gesamtstimmen GRÜNE 2013;Parteiname;Bewerber FDP;Erststimmen FDP 2018;Erststimmen FDP 2013;Zweitstimmen FDP 2018;Zweitstimmen FDP 2013; Gesamtstimmen FDP 2018;Gesamtstimmen FDP 2013;Parteiname;Bewerber DIE LINKE;Erststimmen DIE LINKE 2018;Erststimmen DIE LINKE 2013;Zweitstimmen DIE LINKE 2018;Zweitstimmen DIE LINKE 2013; Gesamtstimmen DIE LINKE 2018;Gesamtstimmen DIE LINKE 2013;Parteiname;Bewerber BP;Erststimmen BP 2018;Erststimmen BP 2013;Zweitstimmen BP 2018;Zweitstimmen BP 2013; Gesamtstimmen BP 2018;Gesamtstimmen BP 2013;Parteiname;Bewerber ÖDP;Erststimmen ÖDP 2018;Erststimmen ÖDP 2013;Zweitstimmen ÖDP 2018;Zweitstimmen ÖDP 2013; Gesamtstimmen ÖDP 2018;Gesamtstimmen ÖDP 2013;Parteiname;Bewerber PIRATEN;Erststimmen PIRATEN 2018;Erststimmen PIRATEN 2013;Zweitstimmen PIRATEN 2018;Zweitstimmen PIRATEN 2013; Gesamtstimmen PIRATEN 2018;Gesamtstimmen PIRATEN 2013;Parteiname;Bewerber DIE FRANKEN;Erststimmen DIE FRANKEN 2018;Erststimmen DIE FRANKEN 2013;Zweitstimmen DIE FRANKEN 2018;Zweitstimmen DIE FRANKEN 2013; Gesamtstimmen DIE FRANKEN 2018;Gesamtstimmen DIE FRANKEN 2013;Parteiname;Bewerber AfD;Erststimmen AfD 2018;Erststimmen AfD 2013;Zweitstimmen AfD 2018;Zweitstimmen AfD 2013; Gesamtstimmen AfD 2018;Gesamtstimmen AfD 2013;Parteiname;Bewerber LKR;Erststimmen LKR 2018;Erststimmen LKR 2013;Zweitstimmen LKR 2018;Zweitstimmen LKR 2013; Gesamtstimmen LKR 2018;Gesamtstimmen LKR 2013;Parteiname;Bewerber mut;Erststimmen mut 2018;Erststimmen mut 2013;Zweitstimmen mut 2018;Zweitstimmen mut 2013; Gesamtstimmen mut 2018;Gesamtstimmen mut 2013;Parteiname;Bewerber Die Humanisten;Erststimmen Die Humanisten 2018;Erststimmen Die Humanisten 2013;Zweitstimmen Die Humanisten 2018;Zweitstimmen Die Humanisten 2013; Gesamtstimmen Die Humanisten 2018;Gesamtstimmen Die Humanisten 2013;Parteiname;Bewerber Die PARTEI;Erststimmen Die PARTEI 2018;Erststimmen Die PARTEI 2013;Zweitstimmen Die PARTEI 2018;Zweitstimmen Die PARTEI 2013; Gesamtstimmen Die PARTEI 2018;Gesamtstimmen Die PARTEI 2013;Parteiname;Bewerber Gesundheitsforschung;Erststimmen Gesundheitsforschung 2018;Erststimmen Gesundheitsforschung 2013;Zweitstimmen Gesundheitsforschung 2018;Zweitstimmen Gesundheitsforschung 2013; Gesamtstimmen Gesundheitsforschung 2018;Gesamtstimmen Gesundheitsforschung 2013;Parteiname;Bewerber Tierschutzpartei;Erststimmen Tierschutzpartei 2018;Erststimmen Tierschutzpartei 2013;Zweitstimmen Tierschutzpartei 2018;Zweitstimmen Tierschutzpartei 2013; Gesamtstimmen Tierschutzpartei 2018;Gesamtstimmen Tierschutzpartei 2013;Parteiname;Bewerber V-Partei³;Erststimmen V-Partei³ 2018;Erststimmen V-Partei³ 2013;Zweitstimmen V-Partei³ 2018;Zweitstimmen V-Partei³ 2013; Gesamtstimmen V-Partei³ 2018;Gesamtstimmen V-Partei³ 2013;Parteiname;Bewerber Sonstige 2013;Erststimmen Sonstige 2013 2018;Erststimmen Sonstige 2013 2013;Zweitstimmen Sonstige 2013 2018;Zweitstimmen Sonstige 2013 2013; Gesamtstimmen Sonstige 2013 2018;Gesamtstimmen Sonstige 2013 2013;
610;Würzburg-Stadt;29.10.2018;11:27;106343;74017;69,6;+9,2;74015;65214;73558;64636;457;578;74001;65215;73376;64316;625;899;148016;130429;146934;128952;1082;1477;GRÜNE;Friedl, Patrick;CSU;Jörg, Oliver;21510;25470;23193;27505;44703;52975;SPD;Rosenthal, Georg;8668;16287;7376;14423;16044;30710;FREIE WÄHLER;Dülk, Manfred;3818;3443;3397;2673;7215;6116;GRÜNE;Friedl, Patrick;22010;10388;21238;10010;43248;20398;FDP;Fischer, Wolfram;4855;2031;4949;2692;9804;4723;DIE LINKE;Timm, Martin, (Sukov, Leander);3554;1510;3811;1560;7365;3070;BP;Götz, Thorsten;436;507;303;375;739;882;ÖDP;Bodisco von, Wolf;616;1118;873;1146;1489;2264;PIRATEN;Kindermann, Michael;416;1947;484;2008;900;3955;DIE FRANKEN;-;X;1066;422;1000;422;2066;AfD;Peter, Martin;5123;X;5105;X;10228;X;LKR;-;X;X;X;X;X;X;mut;Matuschik, Matthias;639;X;433;X;1072;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;Kübert, Andrea;1014;X;937;X;1951;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;Deckert, Katharina;708;X;662;X;1370;X;V-Partei³;Wolfram, Christine;191;X;193;X;384;X;Sonstige 2013;-;X;869;X;924;X;1793;
701;Augsburg-Stadt-Ost;29.10.2018;11:27;110590;71991;65,1;+9,2;71988;61651;71441;60862;547;789;71977;61647;70979;60423;998;1224;143965;123298;142420;121285;1545;2013;CSU;Jäckel, Andreas;CSU;Jäckel, Andreas;21976;24748;22300;25809;44276;50557;SPD;Heinrich, Margarete;7490;15980;7617;14918;15107;30898;FREIE WÄHLER;Wengenmeir, Johann;5416;3256;5216;3651;10632;6907;GRÜNE;Schuhknecht, Stephanie;17357;7090;16898;6551;34255;13641;FDP;Vugrin, Sascha;4075;2159;3968;2078;8043;4237;DIE LINKE;Zwiselsberger, Manuela;3844;2497;3635;2246;7479;4743;BP;Kellerer, Helmut;705;1216;686;1009;1391;2225;ÖDP;Pettinger, Christian;787;1088;716;978;1503;2066;PIRATEN;-;X;1757;399;1833;399;3590;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Bayerbach, Markus;8156;X;7807;X;15963;X;LKR;-;X;X;32;X;32;X;mut;Clamroth, Benjamin;287;X;254;X;541;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;Viertel, Kai;907;X;956;X;1863;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Rudolf, Heike;441;X;495;X;936;X;Sonstige 2013;-;X;1071;X;1350;X;2421;
702;Augsburg-Stadt-West;29.10.2018;11:27;109809;72486;66,0;+9,2;72479;61323;72000;60503;479;820;72468;61308;71502;60193;966;1115;144947;122631;143502;120696;1445;1935;CSU;Hintersberger, Johannes;CSU;Hintersberger, Johannes;24195;25805;22771;25443;46966;51248;SPD;Güller, Harald;7696;14951;8004;15620;15700;30571;FREIE WÄHLER;Stuber-Schneider, Regina;6204;4224;6413;3593;12617;7817;GRÜNE;Bozoglu, Cemal;15972;6285;15794;6636;31766;12921;FDP;Immler, Guido;3555;2144;3567;2120;7122;4264;DIE LINKE;Mayer, Andreas;3424;2075;3105;1975;6529;4050;BP;Eberhard, Harald;1006;1252;843;976;1849;2228;ÖDP;Link, Dr. Manfred Theodor;879;817;816;918;1695;1735;PIRATEN;-;X;1645;386;1424;386;3069;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Jurca, Andreas;8282;X;8202;X;16484;X;LKR;-;X;X;34;X;34;X;mut;Jovy, Jörg;269;X;215;X;484;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;888;X;888;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Harle, Konrad;518;X;464;X;982;X;Sonstige 2013;-;X;1305;X;1488;X;2793;
703;Aichach-Friedberg;29.10.2018;11:27;100366;77005;76,7;+9,9;77003;65702;76565;65093;438;609;77002;65702;76087;64444;915;1258;154005;131404;152652;129537;1353;1867;CSU;Tomaschko, Peter;CSU;Tomaschko, Peter;31895;34158;31689;35225;63584;69383;SPD;Strohmayr, Dr. Simone;5785;11505;5143;10542;10928;22047;FREIE WÄHLER;Hatzold, Johannes;8483;4458;9114;4186;17597;8644;GRÜNE;Haubrich, Christina;12247;4669;12002;4824;24249;9493;FDP;Faller, Karlheinz;3912;2340;3496;2019;7408;4359;DIE LINKE;Zwiselsberger, Andreas;1617;1064;1651;1117;3268;2181;BP;Eser, Gerhard;1710;2227;1617;2064;3327;4291;ÖDP;Posch, Maria;1403;1668;1243;1374;2646;3042;PIRATEN;-;X;1243;268;1121;268;2364;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Settele, Josef;9093;X;8733;X;17826;X;LKR;-;X;X;14;X;14;X;mut;-;X;X;199;X;199;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;532;X;532;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Liermann, Frank;420;X;386;X;806;X;Sonstige 2013;-;X;1761;X;1972;X;3733;
704;Augsburg-Land, Dillingen;29.10.2018;11:27;111143;78427;70,6;+8,2;78427;68379;77891;67475;536;904;78423;68364;77071;66479;1352;1885;156850;136743;154962;133954;1888;2789;CSU;Winter, Georg;CSU;Winter, Georg;31451;29118;28331;32755;59782;61873;SPD;Rief, Tobias;5013;11101;6046;10976;11059;22077;FREIE WÄHLER;Häusler, Johann;13999;10297;15419;8491;29418;18788;GRÜNE;Monz, Peter Emil;8807;4079;8945;4221;17752;8300;FDP;Stocker, Claudia;3753;5037;3349;2447;7102;7484;DIE LINKE;Schiele, Christian;1680;1283;1557;1519;3237;2802;BP;Lehnert, Andreas Alfred;1715;2017;1182;1343;2897;3360;ÖDP;Becker, Dr. Andreas;822;808;657;769;1479;1577;PIRATEN;-;X;1143;289;945;289;2088;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Hauptmann, Rafael;10176;X;10283;X;20459;X;LKR;-;X;X;29;X;29;X;mut;-;X;X;99;X;99;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;457;X;457;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Wegner, Roland;475;X;428;X;903;X;Sonstige 2013;-;X;2592;X;3013;X;5605;
705;Augsburg-Land-Süd;29.10.2018;11:27;116723;85431;73,2;+9,2;85430;73509;84888;72790;542;719;85430;73507;84410;72084;1020;1423;170860;147016;169298;144874;1562;2142;CSU;Trautner, Carolina;CSU;Trautner, Carolina;33903;37944;32045;35985;65948;73929;SPD;Woerlein, Herbert;6687;13195;8036;14716;14723;27911;FREIE WÄHLER;Mehring, Dr. Fabian;9943;6426;11267;6311;21210;12737;GRÜNE;Deisenhofer, Maximilian;14360;5646;13920;5787;28280;11433;FDP;Toth, Christian;4684;1940;3750;2084;8434;4024;DIE LINKE;Billor, Kerem;1811;1529;1957;1491;3768;3020;BP;Gumpinger, Josef Hagen;1624;1462;1275;1310;2899;2772;ÖDP;Olbrich-Krakowitzer, Gabriele;995;1409;1033;1190;2028;2599;PIRATEN;Bachmeir, Wilfried;490;1699;424;1406;914;3105;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Fabian, Reinhard;9347;X;9375;X;18722;X;LKR;-;X;X;31;X;31;X;mut;-;X;X;118;X;118;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;Zacher, Markus;638;X;729;X;1367;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Schlipf, Pia;406;X;450;X;856;X;Sonstige 2013;-;X;1540;X;1804;X;3344;
706;Donau-Ries;29.10.2018;11:27;100078;73492;73,4;+8,8;73489;64418;73030;63550;459;868;73489;64419;72075;62604;1414;1815;146978;128837;145105;126154;1873;2683;CSU;Fackler, Wolfgang;CSU;Fackler, Wolfgang;33632;33545;32503;32898;66135;66443;SPD;Wiedemann, Georg;7112;11073;5622;10703;12734;21776;FREIE WÄHLER;Stieglauer, Stephan;7495;5273;8932;3824;16427;9097;GRÜNE;Lettenbauer, Eva;10300;3901;9149;5118;19449;9019;FDP;Tanner, Dr. Mark;2483;1296;2583;1605;5066;2901;DIE LINKE;Himpenmacher, Tobias;1728;1676;1915;1972;3643;3648;BP;Höpfinger, Günter;1050;1384;1274;952;2324;2336;ÖDP;Thum, Johannes;1149;1328;1653;1042;2802;2370;PIRATEN;-;X;813;236;738;236;1551;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Singer, Ulrich;7771;X;7312;X;15083;X;LKR;-;X;X;90;X;90;X;mut;-;X;X;95;X;95;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;441;X;441;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Springer, Eva-Marie;310;X;270;X;580;X;Sonstige 2013;-;X;3261;X;3752;X;7013;
707;Günzburg;29.10.2018;11:27;89710;61136;68,1;+8,7;61136;52912;60742;52328;394;584;61134;52898;60297;51578;837;1320;122270;105810;121039;103906;1231;1904;CSU;Sauter, Alfred;CSU;Sauter, Alfred;24915;28758;26805;29812;51720;58570;SPD;Auinger, Tobias;3850;7019;3693;7258;7543;14277;FREIE WÄHLER;Abmayr, Ruth;7805;4633;7257;3743;15062;8376;GRÜNE;Lohr, Dr. Dr. Bernhard;8356;4625;8130;3384;16486;8009;FDP;Blaschke, Herbert;3125;1371;2107;1374;5232;2745;DIE LINKE;Balkheimer, Stefan;1354;1043;1345;1163;2699;2206;BP;Schmidt, Wolfgang;974;1350;821;1138;1795;2488;ÖDP;Berchtold, Sonja Maria;813;1190;742;1061;1555;2251;PIRATEN;Proißl, Michael;310;849;269;825;579;1674;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Mannes, Gerd;8861;X;8309;X;17170;X;LKR;Kreutz, Sebastian;61;X;54;X;115;X;mut;-;X;X;82;X;82;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;411;X;411;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Fahr, Birgit;318;X;272;X;590;X;Sonstige 2013;-;X;1490;X;1820;X;3310;
708;Kaufbeuren;29.10.2018;11:27;92177;63855;69,3;+9,8;63855;54200;63402;53579;453;621;63855;54190;62899;52957;956;1233;127710;108390;126301;106536;1409;1854;CSU;Pschierer, Franz Josef;CSU;Pschierer, Franz Josef;25164;27463;24731;29595;49895;57058;SPD;Kubatschka, Markus;3175;6587;3455;6650;6630;13237;FREIE WÄHLER;Pohl, Bernhard;9644;8184;9351;4943;18995;13127;GRÜNE;Räder, Dr. Günter;9645;3726;9871;3693;19516;7419;FDP;Bahner, Kevin;2922;1635;2543;1841;5465;3476;DIE LINKE;Meichelböck, Paul;1780;872;1702;1011;3482;1883;BP;Eißner, Sabine Angela;1314;1499;1182;1609;2496;3108;ÖDP;Rottmann-Börner, Rosina Katharina;1304;1514;1206;1391;2510;2905;PIRATEN;Kollien-Glaser, Martin;445;1181;344;1028;789;2209;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Keller, Karl;7754;X;7722;X;15476;X;LKR;-;X;X;32;X;32;X;mut;-;X;X;113;X;113;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;429;X;429;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Woywode, Daniela;255;X;218;X;473;X;Sonstige 2013;-;X;918;X;1196;X;2114;
709;Kempten, Oberallgäu;29.10.2018;11:27;107094;76032;71,0;+8,5;76028;65643;75517;64976;511;667;76019;65641;74880;64201;1139;1440;152047;131284;150397;129177;1650;2107;CSU;Kreuzer, Thomas;CSU;Kreuzer, Thomas;25798;30452;25657;29510;51455;59962;SPD;Deckwerth, Ilona;4231;8087;4112;8448;8343;16535;FREIE WÄHLER;Hold, Alexander;16189;9780;13502;8397;29691;18177;GRÜNE;Groll, Erna-Kathrein;13656;7186;14752;7057;28408;14243;FDP;Buchenberg-Köhler, Bianca;3496;2848;4672;3791;8168;6639;DIE LINKE;Gebhardt, Kevin;2299;1356;1976;1276;4275;2632;BP;Brünisholz, Uwe;895;830;816;936;1711;1766;ÖDP;Hofer, Michael;1215;2006;981;1483;2196;3489;PIRATEN;-;X;950;229;998;229;1948;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Vachenauer, Dr. Wilhelm;7428;X;7253;X;14681;X;LKR;-;X;X;25;X;25;X;mut;-;X;X;116;X;116;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;509;X;509;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Rayner, Edith Maria;310;X;280;X;590;X;Sonstige 2013;-;X;1481;X;2305;X;3786;
710;Lindau, Sonthofen;29.10.2018;11:27;118752;83506;70,3;+8,9;83503;72654;82855;71890;648;764;83502;72652;82238;70955;1264;1697;167005;145306;165093;142845;1912;2461;CSU;Beißwenger, Eric;CSU;Beißwenger, Eric;29661;35024;30443;34868;60104;69892;SPD;Maffenbeier, Michael;4514;10010;4678;9271;9192;19281;FREIE WÄHLER;Herz, Dr. Leopold;13669;9338;15914;8462;29583;17800;GRÜNE;Gehring, Thomas;19055;8001;15931;8991;34986;16992;FDP;Spitzer, Dr. Dominik;4234;2545;3228;2347;7462;4892;DIE LINKE;Schlotter, Michael;2279;1252;2398;1283;4677;2535;BP;Leising, Otto;1105;1444;1005;1229;2110;2673;ÖDP;Finger, Michael;1027;1934;1019;1867;2046;3801;PIRATEN;-;X;1318;262;1252;262;2570;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Keib, Axel;6694;X;6422;X;13116;X;LKR;-;X;X;25;X;25;X;mut;Hüntemann, Matthias;254;X;148;X;402;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;435;X;435;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Herzog, Stefan;363;X;330;X;693;X;Sonstige 2013;-;X;1024;X;1385;X;2409;
711;Marktoberdorf;29.10.2018;11:27;96031;71121;74,1;+9,3;71121;60900;70663;60289;458;611;71118;60898;70290;59538;828;1360;142239;121798;140953;119827;1286;1971;CSU;Schorer, Angelika;CSU;Schorer, Angelika;30414;31509;27606;30311;58020;61820;SPD;Wengert, Dr. Paul;5755;8710;4243;7391;9998;16101;FREIE WÄHLER;Knabner, Susen;9054;6085;12298;7071;21352;13156;GRÜNE;Vávra, Christian;10637;4591;11299;4835;21936;9426;FDP;Prost, Marcus;2633;1211;2550;1588;5183;2799;DIE LINKE;Gänsheimer, Christoph;1712;896;1537;837;3249;1733;BP;Eißner, Jürgen;2239;4142;2291;4211;4530;8353;ÖDP;Wagner, Roland;1189;1222;990;1176;2179;2398;PIRATEN;-;X;1098;292;1042;292;2140;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Rotter, Wolfgang;6560;X;6286;X;12846;X;LKR;-;X;X;19;X;19;X;mut;-;X;X;138;X;138;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;389;X;389;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Wohlfahrt, Leonie;470;X;352;X;822;X;Sonstige 2013;-;X;825;X;1076;X;1901;
712;Memmingen;29.10.2018;11:27;95794;67486;70,4;+9,5;67482;57492;66969;56719;513;773;67476;57487;66467;56134;1009;1353;134958;114979;133436;112853;1522;2126;CSU;Holetschek, Klaus;CSU;Holetschek, Klaus;27251;29733;25574;29573;52825;59306;SPD;Yeow, David;4445;9113;4206;7357;8651;16470;FREIE WÄHLER;Moser, Michael;7860;5298;11128;6929;18988;12227;GRÜNE;Pflügl, Daniel;9504;3859;9149;3871;18653;7730;FDP;Zander, Christoph;3170;1762;2767;1625;5937;3387;DIE LINKE;Kaufmann, Udo;1631;X;1556;879;3187;879;BP;Waibl, Magnus;953;1581;801;1085;1754;2666;ÖDP;Buchberger, Prof.Dr. Dieter Erwin;2718;2587;2031;2116;4749;4703;PIRATEN;-;X;1205;222;928;222;2133;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Maier, Christoph;9125;X;8268;X;17393;X;LKR;-;X;X;14;X;14;X;mut;-;X;X;99;X;99;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;433;X;433;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Greif, Katharina;312;X;219;X;531;X;Sonstige 2013;-;X;1581;X;1771;X;3352;
713;Neu-Ulm;29.10.2018;11:27;112527;72131;64,1;+8,1;72131;62554;71598;61815;533;739;72123;62552;70817;60841;1306;1711;144254;125106;142415;122656;1839;2450;CSU;Merk, Dr. Beate;CSU;Merk, Dr. Beate;25006;29089;24541;28951;49547;58040;SPD;Fürst, Daniel;7233;12687;6551;14098;13784;26785;FREIE WÄHLER;Schrapp, Wolfgang;8036;5902;7858;3670;15894;9572;GRÜNE;Rederer, Dr. Klaus;13615;4606;14173;5307;27788;9913;FDP;Hecht, Johannes;3981;2084;3712;2043;7693;4127;DIE LINKE;Österle, Dietmar;2111;1929;2147;1637;4258;3566;BP;Kirchmann, Dr. Josef Anton;634;1117;620;721;1254;1838;ÖDP;Dornach, Krimhilde Marianne;1021;1697;1005;1329;2026;3026;PIRATEN;Gasser, Benjamin;564;1294;526;1169;1090;2463;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Großkurth, Dr. Gerhard;9055;X;8864;X;17919;X;LKR;-;X;X;34;X;34;X;mut;-;X;X;90;X;90;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;411;X;411;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Heydrich, Roy;342;X;285;X;627;X;Sonstige 2013;-;X;1410;X;1916;X;3326;
